customer_id,customer_name,order_id,order_date,shipment_date,product_id,product_description,quantity,unit_price
2BRE01,W.H.BRENNAN & CO PTE LTD,1101,28/2/2014,29/5/2014,00981001,PAD PROTECTION UPPER (ACR),2,700
2BRE01,W.H.BRENNAN & CO PTE LTD,1157,19/5/2014,29/5/2014,00013628,SURVIVA 25DL/ 9/A/3/36/SoLaS,5,"1,300.00"
2BRE01,W.H.BRENNAN & CO PTE LTD,1157,19/5/2014,29/5/2014,00013628,SURVIVA 25DL/ 9/A/3/36/SoLaS,10,"1,250.00"
2BRE01,W.H.BRENNAN & CO PTE LTD,1177,22/5/2014,27/6/2014,00013628,SURVIVA 25DL/ 9/A/3/36/SoLaS,10,"1,550.00"
2BRE01,W.H.BRENNAN & CO PTE LTD,1177,22/5/2014,27/6/2014,01100000321,ESR (SG)  6TO/ 4/A/1/36/SoLaS,5,325
2BRE02,W H BRENNAN,1088,26/2/2014,15/5/2014,00002217,L/JKT  80MK2E +VALISE    R.M.N,10,"1,050.00"
2BRE02,W H BRENNAN,1089,26/2/2014,8/5/2014,00002124,L/JKT 102MK2BA PASS +VALISE BA,100,35.91
2BRE02,W H BRENNAN,1225,29/1/2013,8/5/2015,00008427,SURVIVA  6TO/ 4/A/3/36/SLS -RR,1,533.33
2BRE02,W H BRENNAN,1225,29/1/2013,8/5/2015,00012590,SURVIVA 20TO/ 9/A/3/36/SLS -RR,2,666.67
2BRE02,W H BRENNAN,1225,29/1/2013,8/5/2015,00012576,SURVIVA 20DL/ 9/A/3/36/SoLaS,2,783.33
2BRE03,W.H.BRENNAN,1242,11/6/2014,16/6/2014,00013212,SURVIVA 25DL/ 9/A/1/18/DUTCH,10,"1,000.00"
2BRE05,SURVITEC HONG KONG,1137,8/4/2014,13/6/2014,00002124,L/JKT 102MK2BA PASS +VALISE BA,200,50
2CRE01,SS&D T/A CREWSAVER,1216,29/5/2014,29/5/2014,00004181,PACK EMERG H/C 14 W/WATER,3,"1,450.00"
2CRE01,SS&D T/A CREWSAVER,1223,29/5/2014,29/5/2014,00004181,PACK EMERG H/C 14 W/WATER,7,"1,450.00"
2CRE01,SS&D T/A CREWSAVER,1223,29/5/2014,29/5/2014,00094119,KIT BOWSING CARRIAGE ROPE,1,600
2CRE01,SS&D T/A CREWSAVER,1235,30/5/2014,30/5/2014,02891009,GASKET CYL'DER/INFLATOR 849AML,10,"1,300.00"
2DSB01,DEUTSCHE SCHLAUCHBOOT,1056,20/1/2014,29/5/2014,00011577,LR07 12DL/14s14/A/ 1/25/SoLaS,1,"1,842.00"
2DSB01,DEUTSCHE SCHLAUCHBOOT,1056,20/1/2014,29/5/2014,00041491,LR07 16DL/14s17/A/ 1/25/SoLaS,1,"1,991.00"
2EUR02,EUROVINIL SPA,1092,19/2/2014,19/2/2014,RM-001,RM-001,2,74.67
2INF01,RFD BEAUFORT INC,1042,20/1/2014,30/5/2014,51463001,MARINE MkIV 12DL L/R TRAINING,1,"1,040.00"
2INF01,RFD BEAUFORT INC,1032,16/1/2014,30/5/2014,51463001,MARINE MkIV 12DL L/R TRAINING,1,"1,040.00"
2RFD01,RFD (NEW ZEALAND) LTD,1024,15/1/2014,15/1/2014,00001011,L/RAFT LRU23P c/w BELLOW,150,600
2RFD01,RFD (NEW ZEALAND) LTD,1102,28/2/2014,19/5/2014,00002136,L/JKT 102MK2BA PASS +VAL STD,150,37.5
2RFD01,RFD (NEW ZEALAND) LTD,1102,28/2/2014,19/5/2014,00002137,L/JKT 102MK2BA CREW +VALISE  *,50,39.5
2RFD01,RFD (NEW ZEALAND) LTD,1102,28/2/2014,19/5/2014,00002143,L/JKT 105MK1 INFANT +VALISE,15,42
2RFD02,RFD (AUSTRALIA) PTY. LTD,1174,21/5/2014,20/6/2014,00056001,"FERRYMAN  65/ 9/E/1/18/DoT""A""",10,"5,000.00"
2RFD02,RFD (AUSTRALIA) PTY. LTD,1077,31/1/2014,3/2/2014,RM-004,RM-004,1,40
2RFD06,RFD WALES,1256,15/9/2015,30/9/2015,TEST 2,Test Item,5,10
2RFD09,RFD (NEW ZEALAND) LTD,1107,7/3/2014,20/5/2014,00002136,L/JKT 102MK2BA PASS +VAL STD,150,35
2RFD09,RFD (NEW ZEALAND) LTD,1107,7/3/2014,20/5/2014,00002137,L/JKT 102MK2BA CREW +VALISE  *,50,37.5
2RFD09,RFD (NEW ZEALAND) LTD,1107,7/3/2014,20/5/2014,00002143,L/JKT 105MK1 INFANT +VALISE,15,42
2RFD10,RFD JAPAN LIMITED,1111,28/2/2014,14/3/2014,00041398,SURVIVA 16TO/ 7/A/1/18/SoLaS,5,"1,200.00"
2RFD10,RFD JAPAN LIMITED,1111,28/2/2014,14/3/2014,00008335,SURVIVA  6TO/ 4/A/1/18/SoLaS,1,895
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,00094046,SPARES DRY SERV MES1Apk M-ARK2,2,"1,250.00"
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,00094081,SPARES POST-DEP VlseMis M-ARK2,1,"1,550.00"
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,51481001,VALISE PANEL KIT M-ARK2,2,325
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,51577011,"BOARD,END ,VALISE,M-ARK MK2",4,"1,050.00"
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,51577012,"BOARD,BASE,VALISE,M-ARK MK2",2,35.91
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,00094026,KIT FIRING LINE VALISE M-ARK2,4,533.33
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,60293001,ERS CONTROL BOX ASSY M-ARK2,1,666.67
2SER01,SERVICE ONE ACCOUNT,1134,14/3/2014,14/3/2014,60484002,COVER ASSY.HPS WHT   M-ARK2 SM,2,783.33
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,00062099,SPARES DRY SERVICE 430Pers APk,2,"1,000.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,00062104,SPARES DRY SERVICE M'ARK/Cont.,10,50
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,06729009,POWER UNIT ASSY.MARINE RB2 RFD,17,"1,450.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,10085001,KIT REPAIR OUTFIT c/w BAG (PU),11,"1,450.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,06484009,KIT FIRST AID EEC Dir/DoT,10,600
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,06973009,TORCH 4 Year Life c/w Spare -,5,"1,300.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,05163009,SACHET WATER 500ML,400,"1,842.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,06857009,RATIONS L/RAFT 160.046/21/0,400,"1,991.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,06087009,HYDRO RELEASE H20 Sp MOUNTING,4,74.67
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,07068009,WIRE ROPE 10mm x  80m,2,"1,040.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,02136011,WEBBING  25mm TERYL 227kg UDYE,100,"1,040.00"
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,08009009,"CAP SAFETY DK88,DK94,DK99 HEAD",50,600
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,04834009,TAPE CLOTH BACKED SA 100mm BLK,150,37.5
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,08009009,"CAP SAFETY DK88,DK94,DK99 HEAD",60,39.5
2SER01,SERVICE ONE ACCOUNT,1189,23/5/2014,28/5/2014,08070009,KIT SERVICE R.O.PUMP (BIOCIDE),7,42
2SER01,SERVICE ONE ACCOUNT,1205,27/5/2014,28/5/2014,08220009,PLUG TRANSIT/RECOIL (GIST),48,"5,000.00"
2SER01,SERVICE ONE ACCOUNT,1205,27/5/2014,28/5/2014,08322009,DUST COVER L/F GIST (CYLS<20l),24,40
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,00094046,SPARES DRY SERV MES1Apk M-ARK2,2,10
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,00094081,SPARES POST-DEP VlseMis M-ARK2,1,35
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,51481001,VALISE PANEL KIT M-ARK2,2,37.5
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,51577011,"BOARD,END ,VALISE,M-ARK MK2",4,42
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,51577012,"BOARD,BASE,VALISE,M-ARK MK2",2,"1,200.00"
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,00094026,KIT FIRING LINE VALISE M-ARK2,2,895
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,05121009,PADDLE ONE-PIECE  815mm,4,"1,250.00"
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,60324001G,VALISE FRAME ASSY GREY  M-ARK2,1,"1,550.00"
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,00094018,KIT VALISE FRAME 1 RAFT M-ARK2,1,325
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,60319001,LIFTING RESTRAINT ASSY M-ARK2,2,"1,050.00"
2SER01,SERVICE ONE ACCOUNT,1236,31/7/2013,30/5/2014,60490001,POLE MAIN RESTRAINT M-ARK2,2,35.91
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,04819001,LABEL S/A DATA,100,533.33
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,08010009,"CABLE RELEASE, DK99 OP.HEAD",20,666.67
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,08413009,SOLUTION TUBE  70ml A3703,100,783.33
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,05606009,SEAL STRIP S/A GREY 10x 19mm,200,"1,000.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,05544009,HOSE  790mm MARINE L/R Infl'on,25,50
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,06719009,HOSE ASSY. 800mm THANNER,15,"1,450.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,20883001,BLOCK PAINTER RETAINING+Hole,100,"1,450.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,15384001,"TAPE S/A ""DO NOT REMOVE"" RFD",10,600
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,43858001,CONTAINER ASSY.LIFERAFT IDENT.,40,"1,300.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,41423001,STRAP & CRIMP 2.1MT D508 RFD,480,"1,842.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,21360011,"LABEL S/A CONTAINER TYPE ""A""",50,"1,991.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,41941001,LABEL S/A LOGO FERRYMAN,100,74.67
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,06231001,LABEL S/A TRADEMARK `RFD',60,"1,040.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,42951001,KIT S/A LABELS CONT'RS SURVIVA,60,"1,040.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,50067002,PAD PROTECT INLET CHK VALVE,50,600
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,01999069,COVER PROTECTION D40590,25,37.5
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,06457009,MEMBRANE ASSY 250bar THANNER,100,39.5
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,15272021,SACHET-PAINTER 28.0M/1818KG,6,42
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,08280009,LAMP UNIT MARINE EXT. RL5   65,10,"5,000.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,E99182508,SEAL O-RING 2037 EV,100,40
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,DSB80303360,LOOP HAND COMP. (BAND RELEASE),100,10
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,21362001,STRAP & CRIMP 3.5MT D508 RFD,240,35
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,06257009,CAP SAFETY (THANNER DK88),100,37.5
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,01174009,TABLET ANTI-SEASICK 60'S,120,42
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,06484009,KIT FIRST AID EEC Dir/DoT,30,"1,200.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,05310027,CARD LOG MARINE LIFERAFTS,20,895
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,06959009,CORD P'ESTER 2250kg RFD1050(N),600,"5,000.00"
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,15199001,KIT FIRST AID *EN*,20,40
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,08217009,BREAK STEM SEAL ASSY.(GIST),20,10
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,04694083,COLD DIP TRANSPARENT 5 LTR CAN,1,35
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1050,20/1/2014,27/1/2014,04730009,CORD P'ER 300kg 2'ry FIRING L.,200,37.5
2SUR03,SURVITEC SERV. & DISTRIB. LTD,1183,23/5/2014,23/5/2014,99999114,FEE - SERVICE STATION AUDIT,1,42
2SUR08,SURVITEC SERV. & DISTRIB. LTD,1045,20/1/2014,30/5/2014,20983041,CRADLE Mk10 Sz 6/7 LESS HRU,6,"1,200.00"
2SUR08,SURVITEC SERV. & DISTRIB. LTD,1045,20/1/2014,30/5/2014,05618009,HYDRO RELEASE 4-100 PERS. MED,6,895
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,01174009,TABLET ANTI-SEASICK 60'S,50,2.7
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,05720107,BAILER JUG PVC 1 PINT,12,4.7
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,06484009,KIT FIRST AID EEC Dir/DoT,60,32.16
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,15199001,KIT FIRST AID *EN*,32,17.42
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,05606009,SEAL STRIP S/A GREY 10x 19mm,50,3.23
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,15384001,"TAPE S/A ""DO NOT REMOVE"" RFD",30,15.29
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,20883001,BLOCK PAINTER RETAINING+Hole,100,3.02
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,21061001,STRAP & CRIMP 2.5MT D506 H/DUY,144,3.05
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,21196001,LABEL MAX DROP/PAINTER LENGTH,15,1.62
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,41952001,LABEL S/A LAUNCH PROC.FERRYMAN,10,4.92
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,01999069,COVER PROTECTION D40590,15,2.66
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,06257009,CAP SAFETY (THANNER DK88),20,4.1
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,04929009,ADHESIVE POLYCHLOROPRENE 1 Ltr,2,18.5
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08413009,SOLUTION TUBE  70ml A3703,50,5.08
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,03820009,FAB RFD 526    ORG 1540 1N1NE,1,10.46
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,15323121,SACHET ASSY.PAINTER 35M/1818KG,1,144.18
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08414009,RING 'O' 7.65ID x 1.78mm SECT,10,0.37
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08203009,UNION PUSH-FIT VALVE INLET,4,3.78
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,DSB00202430,FAB CANOPY 400 ORANGE,1,5.41
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,DSB00220020,FAB NK 205/2 BLACK 178g/m2,1,19.36
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,41423001,STRAP & CRIMP 2.1MT D508 RFD,480,2.08
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,50450001,SLEEVE PROTECTIVE CRIMP,200,0.82
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,50067002,PAD PROTECT INLET CHK VALVE,10,1.22
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08718009,HOSE ASSY. 800mm GIST DBL.RT.L,6,18.98
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08255009,HOSE ASSY. 800mm GIST SGL.RT.L,3,19.68
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08787009,RING 'O' 13.1ID x 1.6mm SECT,20,2.08
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,41674001,LABEL CYLINDER IDENTITY S/A,20,0.82
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,50067003,PAD PROTECT OP.HD. I/BOARD,10,1.22
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08719009,UNION PUSH-FIT VALVE CYL. END,10,18.98
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,28/2/2014,E15119020,LABEL S/A DATA SURVITEC,10,1.1
2SUR11,SURVITEC BARCELONA,1040,20/1/2014,27/1/2014,08217009,BREAK STEM SEAL ASSY.(GIST),5,3.05
2SUR11,SURVITEC BARCELONA,1148,29/4/2014,2/5/2014,06913009,LAMP UNIT MARINE EXT. RL4 1500,1,1.62
2SUR11,SURVITEC BARCELONA,1149,29/4/2014,2/5/2014,06913009,LAMP UNIT MARINE EXT. RL4 1500,2,4.92
2SUR11,SURVITEC BARCELONA,1191,29/4/2014,2/5/2014,06913009,LAMP UNIT MARINE EXT. RL4 1500,1,2.66
2SUR12,SURVITEC SERV. & DISTRIB. LTD,1201,26/5/2014,26/5/2014,99999114,FEE - SERVICE STATION AUDIT,1,4.1
2SUR12,SURVITEC SERV. & DISTRIB. LTD,1201,26/5/2014,26/5/2014,99999114,FEE - SERVICE STATION AUDIT,1,4.1
2SUR13,SURVITEC JACKSONVILLE,1150,29/4/2014,30/5/2014,00008294,SSP  6TO/3/A/10/18/USA sls,25,"1,414.11"
2SUR13,SURVITEC JACKSONVILLE,1150,29/4/2014,30/5/2014,00007141SA,KIT REVERE  4TO/ 1/*/10/18/USA,15,325
2SUR14,SURVITEC GLOBAL SOLUTIONS LTD,1043,20/1/2014,25/4/2014,01100000321,ESR (SG)  6TO/ 4/A/1/36/SoLaS,10,"1,272.00"
2SUR14,SURVITEC GLOBAL SOLUTIONS LTD,1178,22/5/2014,14/6/2014,01100000321,ESR (SG)  6TO/ 4/A/1/36/SoLaS,4,"1,272.00"
3ADA01,ADAMS AVIATION SUPPLY CO. LTD,1090,26/2/2014,27/2/2014,00004335,PACK EMERG FAR 135 (EC-175),5,500
3ADA01,ADAMS AVIATION SUPPLY CO. LTD,1090,26/2/2014,27/2/2014,00008359SA,SURVIVA  6TO/ 4/A/1/36/SoLaS,4,"2,000.00"
3ADA01,ADAMS AVIATION SUPPLY CO. LTD,1209,28/5/2014,30/5/2014,A346600A00,COT SURVIVAL Mk4,10,325
3ADA02,L. ADAMS LTD,1233,29/5/2014,29/5/2014,00001010,L/RAFT SL30 Mk4 (Packed),2,"2,345.00"
3ADA02,L. ADAMS LTD,1234,29/5/2014,29/5/2014,00001010,L/RAFT SL30 Mk4 (Packed),2,"1,000.00"
3AEM01,AEM LIMITED,1074,31/1/2014,1/2/2014,FG-002,FG-002,1,"1,000.00"
3AER03,AEROSTOCKS LTD,1076,31/1/2014,5/2/2014,RM-002,RM-002,1,"2,345.00"
3AER06,AEROSPHERES UK LTD,1078,31/1/2014,7/2/2014,FG-002,FG-002,2,"1,000.00"
3BRI03,BRITISH AIRWAYS (B>CAL.DIV.,1151,30/4/2014,8/5/2014,00001012,L/RAFT SS Mk15 Martin BakerCoC,10,"1,000.00"
3BRI04,BRITISH AIRWAYS PLC,1037,20/1/2014,23/4/2014,A4414A,L/JKT DEMONSTRATION MK20,150,27.45
3BRI04,BRITISH AIRWAYS PLC,1114,10/3/2014,1/4/2014,00002124,L/JKT 102MK2BA PASS +VALISE BA,500,32.5
3BRI04,BRITISH AIRWAYS PLC,1211,28/5/2014,27/6/2014,A4414A,L/JKT DEMONSTRATION MK20,10,39
3BRI04,BRITISH AIRWAYS PLC,1211,28/5/2014,27/6/2014,00002136,L/JKT 102MK2BA PASS +VAL STD,25,39
3BRI04,BRITISH AIRWAYS PLC,1211,28/5/2014,27/6/2014,A312305A01RFD,L/JKT Mk20 PASSENGER TT,100,41.5
3BRI04,BRITISH AIRWAYS PLC,1211,28/5/2014,27/6/2014,B1876A,VALISE L/J SEALED PASS (ADULT),100,55.45
3BRI35,BRISTOW HELICOPTERS LTD,1034,16/1/2014,18/2/2014,05804084,CONT. EMERGENCY AIDS A-11031,10,50.52
3CRU01,CRUISE LOCH LOMOND LTD,1081,31/1/2014,3/2/2014,FG-001,FG-001,1,200
